Entity,Code,Date,"Excess mortality P-scores, ages 15–64","Excess mortality P-scores, ages 65–74","Excess mortality P-scores, ages 75–84","Excess mortality P-scores, ages 85+"
Hungary,HUN,2020-06-21,-8.15,5.22,-12.27,-15.13
Hungary,HUN,2020-06-28,-0.44,12.98,-1.69,4.26
Hungary,HUN,2020-07-05,-6.81,13.49,3.88,7.2
Hungary,HUN,2020-07-12,-9.04,-1.29,-6.43,-1.02
Hungary,HUN,2020-07-19,-20.92,8.04,-5.82,-10.04
Hungary,HUN,2020-07-26,-22.44,-2.22,-9.93,-2.41
Hungary,HUN,2020-08-02,-1.69,-2.72,4.59,7.95
Hungary,HUN,2020-08-09,-0.51,8.91,0.66,-3.16
Hungary,HUN,2020-08-16,-5.54,4.66,-5.47,0.55
Hungary,HUN,2020-08-23,-4.43,15.48,-4.7,2.79
Hungary,HUN,2020-08-30,-13.62,9.22,-4.79,-5.54
Hungary,HUN,2020-09-06,-11.73,5.85,3.82,0.6
Hungary,HUN,2020-09-13,-10.77,11.91,-3.44,15.78
Hungary,HUN,2020-09-20,-4.14,12.34,12.46,5.16
Hungary,HUN,2020-09-27,-9.42,23.64,7.33,-2.33
Hungary,HUN,2020-10-04,-3.28,13.38,10.78,4.17
Hungary,HUN,2020-10-11,-8.87,12.23,5.79,7.53
Hungary,HUN,2020-10-18,0.63,22.41,17.8,11.66
Hungary,HUN,2020-10-25,5.63,33.83,32.91,18.67
Hungary,HUN,2020-11-01,8.96,43.26,39.92,33.7
Hungary,HUN,2020-11-08,13.56,56.92,53.33,52.91
Hungary,HUN,2020-11-15,25.8,73.59,84.51,54.37
Hungary,HUN,2020-11-22,22.16,70.8,67.45,52.97
Hungary,HUN,2020-11-29,26.07,64.59,63.65,76.82
Hungary,HUN,2020-12-06,21.36,65.65,59.94,57.66
Hungary,HUN,2020-12-13,7.41,51.07,62.54,61.03
Hungary,HUN,2020-12-20,1.61,36.82,44.96,44.21
Hungary,HUN,2020-12-27,11.21,38.83,30.79,36.8
Iceland,ISL,2020-01-05,66.67,89.66,-3.23,10.58
Iceland,ISL,2020-01-12,60.71,47.06,1.56,3.6
Iceland,ISL,2020-01-19,100,-13.79,-13.04,28.87
Iceland,ISL,2020-01-26,-9.09,35.14,2.94,50.6
Iceland,ISL,2020-02-02,-48.28,73.08,-15.25,-24.11
Iceland,ISL,2020-02-09,12.9,-10.26,-19.64,6.19
Iceland,ISL,2020-02-16,-9.09,-37.5,55.74,-5.94
Iceland,ISL,2020-02-23,-69.7,29.03,1.35,26.37
Iceland,ISL,2020-03-01,-46.43,-30.56,-18.03,34.41
Iceland,ISL,2020-03-08,8.11,-11.76,40,-0.99
Iceland,ISL,2020-03-15,21.21,-13.79,0,-20.21
Iceland,ISL,2020-03-22,-21.88,15.38,14.58,-15
Iceland,ISL,2020-03-29,12.5,-11.76,22.81,-36.89
Iceland,ISL,2020-04-05,-6.25,29.03,82.69,-20.79
Iceland,ISL,2020-04-12,52.78,-16.67,18.18,2.27
Iceland,ISL,2020-04-19,-12.5,30.43,-10.45,64.77
Iceland,ISL,2020-04-26,-50,-52.38,31.58,-27.71
Iceland,ISL,2020-05-03,7.14,40.62,1.85,4.65
Iceland,ISL,2020-05-10,11.11,-35.48,35.42,-34.07
Iceland,ISL,2020-05-17,7.14,0,9.09,-13.98
Iceland,ISL,2020-05-24,-25,51.52,9.37,12.5
Iceland,ISL,2020-05-31,48.15,-21.88,22.95,19.57
Iceland,ISL,2020-06-07,-44.44,7.14,-39.66,-18.75
Iceland,ISL,2020-06-14,9.37,-14.63,13.64,-6.25
Iceland,ISL,2020-06-21,6.06,25,-20,-43.66
Iceland,ISL,2020-06-28,71.05,-54.55,-46.43,-42.71
Iceland,ISL,2020-07-05,-2.78,-34.21,-23.08,-12.16
Iceland,ISL,2020-07-12,50,0,22.81,4.84
Iceland,ISL,2020-07-19,96.97,-47.37,18.18,-11.76
Iceland,ISL,2020-07-26,32.35,-25,-33.82,-38.27
Iceland,ISL,2020-08-02,57.89,4.17,-13.79,-17.72
Iceland,ISL,2020-08-09,28.57,-6.25,-4.76,-17.65
Iceland,ISL,2020-08-16,76.47,37.93,-43.4,5.26
Iceland,ISL,2020-08-23,15.38,12.9,-19.64,-48.86
Iceland,ISL,2020-08-30,-20,-14.29,-28.57,-20
Iceland,ISL,2020-09-06,28.21,60,12.07,57.53
Iceland,ISL,2020-09-13,28.57,-6.25,-46.15,1.27
Iceland,ISL,2020-09-20,12.5,2.94,-6.78,20
Iceland,ISL,2020-09-27,-34.21,21.62,-38.36,-35.64
Iceland,ISL,2020-10-04,-19.35,-51.61,-4.76,-2.3
Iceland,ISL,2020-10-11,-18.92,45.83,60.71,2.15
Iceland,ISL,2020-10-18,61.29,-30.56,1.69,19.05
Iceland,ISL,2020-10-25,-25.53,0,-5.66,32.53
Iceland,ISL,2020-11-01,-35.48,122.22,52.54,17.98
Iceland,ISL,2020-11-08,-3.23,12.9,7.14,60.92
Iceland,ISL,2020-11-15,-23.91,-14.29,30.14,39.24
Iceland,ISL,2020-11-22,66.67,-61.54,29.63,-17.65
Iceland,ISL,2020-11-29,-6.25,-53.12,-27.42,-19.35
Iceland,ISL,2020-12-06,-100,-18.6,12.07,15.85
Iceland,ISL,2020-12-13,2.94,66.67,-50.82,36.36
Iceland,ISL,2020-12-20,-39.39,12.9,4.84,3.26
Iceland,ISL,2020-12-27,-28.57,106.9,57.41,-2.17
Iceland,ISL,2021-01-03,-42.86,-13.79,-16.67,-34.78
Israel,ISR,2020-01-05,1.7,11.83,3.11,13.29
Israel,ISR,2020-01-12,-5.8,2.69,-9.76,-0.52
Israel,ISR,2020-01-19,4.78,12.97,1.47,8.04
Israel,ISR,2020-01-26,5.44,3.08,-13.31,-5.68
Israel,ISR,2020-02-02,-8,3.84,-9.92,-8.08
Israel,ISR,2020-02-09,-22.11,1.39,-11.53,-9.14
Israel,ISR,2020-02-16,-1.49,-0.93,-6.56,1.59
Israel,ISR,2020-02-23,-3.16,5.6,-2.68,2.74
Israel,ISR,2020-03-01,5.34,-0.12,-12.44,-8.07
Israel,ISR,2020-03-08,-2.44,5.84,-4.39,-0.95
Israel,ISR,2020-03-15,-7.89,15.85,3.99,6.04
Israel,ISR,2020-03-22,-18.65,5.74,3.18,12.75
Israel,ISR,2020-03-29,8.29,23.09,5.52,11.37
Israel,ISR,2020-04-05,-4.44,43.65,22.46,15.23
Israel,ISR,2020-04-12,-0.28,17.65,1.71,5.05
Israel,ISR,2020-04-19,-0.41,28.37,12.49,11.48
Israel,ISR,2020-04-26,-4.84,3.37,7.58,12.58
Israel,ISR,2020-05-03,-4.86,17.28,1.7,-0.06
Israel,ISR,2020-05-10,-13.85,8.83,5.75,12.65
Israel,ISR,2020-05-17,0.75,21.14,4.93,4.08
Israel,ISR,2020-05-24,11.13,19.12,18.83,26.75
Israel,ISR,2020-05-31,1.82,23.31,1.74,3.48
Israel,ISR,2020-06-07,8.48,11.82,-0.99,2.63
Israel,ISR,2020-06-14,-4.31,12.09,3.82,6.37
Israel,ISR,2020-06-21,-3.06,13.69,3.98,4.01
Israel,ISR,2020-06-28,10.03,10.74,-3.15,0.88
Israel,ISR,2020-07-05,-7.15,11.94,-0.61,3.53
Israel,ISR,2020-07-12,-5.67,19.92,13.21,13.51
Israel,ISR,2020-07-19,6.08,31.09,7.16,8.74
Israel,ISR,2020-07-26,0.83,13.18,0.46,4.18
Israel,ISR,2020-08-02,8.61,27.72,24.53,26.55
Israel,ISR,2020-08-09,5.58,17.58,4.07,13.32
Israel,ISR,2020-08-16,27.26,17.35,14.32,32.79
Israel,ISR,2020-08-23,10.37,40.73,20.55,9.64
Israel,ISR,2020-08-30,3.77,27.08,13.64,18.17
Israel,ISR,2020-09-06,5.16,30.11,16.27,18.46
Israel,ISR,2020-09-13,28.8,41.33,23.49,25.49
Israel,ISR,2020-09-20,10.39,42.59,28.56,35.29
Israel,ISR,2020-09-27,7.43,58.47,31.86,31.66
Israel,ISR,2020-10-04,-1.7,47.58,34.68,32.2
Israel,ISR,2020-10-11,26.65,64.86,37.09,38.11
Israel,ISR,2020-10-18,-5.61,48.62,35.46,41.03
Israel,ISR,2020-10-25,22.19,28.09,24.16,34.8
Israel,ISR,2020-11-01,12.87,22.15,10.33,7.94
Israel,ISR,2020-11-08,2.91,7.02,4.65,15.68
Israel,ISR,2020-11-15,-7.63,14.54,-10.75,-7.91
Israel,ISR,2020-11-22,6.37,24.92,7.84,8.59
Israel,ISR,2020-11-29,0.64,23.9,-0.45,-1.66
Israel,ISR,2020-12-06,-6.98,12.86,6.54,10.23
Israel,ISR,2020-12-13,-6.52,13.81,-2.41,2.12
Israel,ISR,2020-12-20,7.95,29.82,2.88,-1.43
Israel,ISR,2020-12-27,-15.89,12.09,0.92,6.59
Israel,ISR,2021-01-03,2.29,24.33,8.55,10.29
Israel,ISR,2021-01-10,-5.03,18.36,5.25,11.16
Italy,ITA,2020-01-05,-8,-12.53,-14.95,-14.98
Italy,ITA,2020-01-12,-9.87,-7.72,-16.62,-10.58
Italy,ITA,2020-01-19,-7.66,-10.3,-11.46,-9.76
Italy,ITA,2020-01-26,-6.14,-5.09,-12.24,-4.89
Italy,ITA,2020-02-02,-7.55,-4.27,-12.62,-4.22
Italy,ITA,2020-02-09,-7.91,-5.6,-10.95,-3.67
Italy,ITA,2020-02-16,-1.43,-4.03,-9.42,-2.63
Italy,ITA,2020-02-23,-8.11,-5.48,-8.21,-3.33
Italy,ITA,2020-03-01,-5.53,-1.06,-5.97,1.59
Italy,ITA,2020-03-08,0.42,11,8.09,8.34
Italy,ITA,2020-03-15,13.68,42.61,45.52,36.37
Italy,ITA,2020-03-22,36.46,83.55,84.48,68.53
Italy,ITA,2020-03-29,50.02,94.31,94.13,83.72
Italy,ITA,2020-04-05,31.45,66.36,65.49,78.75
Italy,ITA,2020-04-12,18.08,45.77,55.03,66.43
Italy,ITA,2020-04-19,10.82,25.7,34,53.44
Italy,ITA,2020-04-26,6.23,16.71,17.86,35.26
Italy,ITA,2020-05-03,0.4,12.1,4.94,21.04
Italy,ITA,2020-05-10,3.8,6.05,4.27,12.19
Italy,ITA,2020-05-17,0.55,3.98,1.82,9.83
Italy,ITA,2020-05-24,1.54,0.48,-4.56,2.52
Italy,ITA,2020-05-31,-2.84,3.06,-8.12,0.35
Italy,ITA,2020-06-07,-7.84,-1.24,-6.39,0.04
Italy,ITA,2020-06-14,-5.67,-6.87,-7.96,-4.68
Italy,ITA,2020-06-21,-4.13,-0.69,-7.04,3.29
Italy,ITA,2020-06-28,-0.25,-0.14,1.77,13.46
Italy,ITA,2020-07-05,1.24,3.16,1.3,13
Italy,ITA,2020-07-12,-7.26,3.9,-6.92,-1.59
Italy,ITA,2020-07-19,-13.87,-1.57,-8.71,-3.68
Italy,ITA,2020-07-26,-0.55,-1.34,-8.36,-5.2
Italy,ITA,2020-08-02,1.05,4.89,0.82,12.68
Italy,ITA,2020-08-09,-2.44,-0.78,-4.52,0.52
Italy,ITA,2020-08-16,-4.25,5.16,4.56,14.69
Italy,ITA,2020-08-23,-2.52,4.95,1.16,15.33
Italy,ITA,2020-08-30,1.52,3.71,1.07,11.91
Italy,ITA,2020-09-06,-6.03,5.58,-1.16,8.65
Italy,ITA,2020-09-13,-0.55,4.13,1.47,12.48
Italy,ITA,2020-09-20,0.63,4.7,3.41,11.17
Italy,ITA,2020-09-27,-3.32,1.06,-4.36,3.82
Italy,ITA,2020-10-04,2.23,5.96,0.91,7.9
Italy,ITA,2020-10-11,-3.19,2.2,0.23,4.19
Italy,ITA,2020-10-18,-0.56,5.64,3.34,11.87
Italy,ITA,2020-10-25,10.31,17.75,15.35,25.62
Italy,ITA,2020-11-01,12.46,29.3,28.99,36.21
Latvia,LVA,2020-01-05,-14.6,-12.25,1.99,11.25
Latvia,LVA,2020-01-12,-12.31,-4.32,-14.89,12.1
Latvia,LVA,2020-01-19,-21.02,-15.67,-12.08,-12.4
Latvia,LVA,2020-01-26,-16.9,-9,-12.25,-0.83
Latvia,LVA,2020-02-02,-14.18,-14.68,-5.35,-5.72
Latvia,LVA,2020-02-09,-21.38,-3.72,-14.65,2.02
Latvia,LVA,2020-02-16,-23.25,2.25,-12.67,-4.03
Latvia,LVA,2020-02-23,-5.59,-15.64,-19.03,-10.97
Latvia,LVA,2020-03-01,-26.88,-34.1,-34.7,-18.73
Latvia,LVA,2020-03-08,-17.39,-28.69,-23.53,-20.19
Latvia,LVA,2020-03-15,-27.13,-8.76,-24.49,6.84
Latvia,LVA,2020-03-22,-15.08,1.62,-10.47,1.6
Latvia,LVA,2020-03-29,-20.03,-26.64,-10.44,5.23
Latvia,LVA,2020-04-05,-13.18,-13.98,-0.22,8.97
Latvia,LVA,2020-04-12,-25.04,-6.6,-12.87,-12.99
Latvia,LVA,2020-04-19,-6.4,15.01,-4.39,13.14
Latvia,LVA,2020-04-26,-12.46,-13.2,6.6,4.11
Latvia,LVA,2020-05-03,-1.17,4.12,7.83,4.11
Latvia,LVA,2020-05-10,-11.15,21.54,8.62,9.48
Latvia,LVA,2020-05-17,10.39,6.95,-9.99,-10.91
Latvia,LVA,2020-05-24,-12.09,18.9,16.05,5.3
Latvia,LVA,2020-05-31,-14.84,2.12,0,-5.54
Latvia,LVA,2020-06-07,4.67,-11.11,18.49,-12.95
Latvia,LVA,2020-06-14,-16.52,11.97,11.85,29.95
Latvia,LVA,2020-06-21,-4.69,-5.19,-6.83,-6.2
Latvia,LVA,2020-06-28,-15.68,-6.32,-15.08,21.31
Latvia,LVA,2020-07-05,32.28,-3.36,16.32,39.19
Latvia,LVA,2020-07-12,-8.64,1.48,-15.18,-4.48
Latvia,LVA,2020-07-19,-10.41,-20.04,-5.54,12.52
Latvia,LVA,2020-07-26,-4.1,12.9,-0.68,-7.44
Latvia,LVA,2020-08-02,-17.2,-1.03,0.42,22.07
Latvia,LVA,2020-08-09,-10.15,-10.37,0.88,3.45
Latvia,LVA,2020-08-16,-8.93,3.34,-2.82,25.19
Latvia,LVA,2020-08-23,-1.16,17.71,11.55,16.64
Latvia,LVA,2020-08-30,-3.98,20.18,4.03,5.14
Latvia,LVA,2020-09-06,-10.56,4.46,-5.79,1.13
Latvia,LVA,2020-09-13,-21.65,-6.64,-0.91,17.37
Latvia,LVA,2020-09-20,-13.19,-7.89,-4.28,15.73
Latvia,LVA,2020-09-27,-23.38,2.82,-16.35,3.55
Latvia,LVA,2020-10-04,1.11,-12.37,14.52,9.13
Latvia,LVA,2020-10-11,0.69,8.57,-1.53,-5.02
Latvia,LVA,2020-10-18,-5.83,-11.09,-10.4,4.23
Latvia,LVA,2020-10-25,-5.89,19.79,23.67,-4.88
Latvia,LVA,2020-11-01,-7.13,5.06,-0.49,9.93
Latvia,LVA,2020-11-08,4.27,12.64,0.48,13.67
Latvia,LVA,2020-11-15,-13.19,17.82,-2.12,31.66
Latvia,LVA,2020-11-22,-11.67,-6,21.65,33.33
Latvia,LVA,2020-11-29,1.38,-5.73,12.45,19.83
Latvia,LVA,2020-12-06,-10.14,0,28.34,29.32
Latvia,LVA,2020-12-13,6.25,30.73,17.93,30.87
Latvia,LVA,2020-12-20,11.2,27.62,29.01,38.89
Latvia,LVA,2020-12-27,-15.82,-12.59,1.67,-7.94
Latvia,LVA,2021-01-03,7.4,56.02,38.89,38.71
Latvia,LVA,2021-01-10,45.99,61.24,81.02,73.25
Latvia,LVA,2021-01-17,3.25,31.94,53.19,50.96
Lithuania,LTU,2020-01-05,-2.76,-3.8,-13.74,-2.82
Lithuania,LTU,2020-01-12,5.51,-16.24,-9.37,-13.82
Lithuania,LTU,2020-01-19,-15.39,-19.4,-12.76,-13.72
Lithuania,LTU,2020-01-26,-15.27,-15,-12.74,-12.51
Lithuania,LTU,2020-02-02,-20.27,-20.6,-1.05,-24.98
Lithuania,LTU,2020-02-09,-0.11,-21.82,-18.75,-15.53
Lithuania,LTU,2020-02-16,-9.71,-4.07,-19.87,4.84
Lithuania,LTU,2020-02-23,-18.08,-17.58,-32.16,-13.79
Lithuania,LTU,2020-03-01,-16.5,7.66,-13.54,-0.45
Lithuania,LTU,2020-03-08,-12.1,-0.81,-15.66,-2.5
Lithuania,LTU,2020-03-15,-5.72,-6.04,-6.43,-4.86
Lithuania,LTU,2020-03-22,-3.19,4.72,-2.67,1.07
Lithuania,LTU,2020-03-29,-9.79,1.74,8.23,12.28
Lithuania,LTU,2020-04-05,-9.79,0.15,-1.65,1.16
Lithuania,LTU,2020-04-12,7.38,16.35,-15.09,5.04
Lithuania,LTU,2020-04-19,4.61,6.1,-6.12,-1.83
Lithuania,LTU,2020-04-26,6.9,17.2,-14.32,9.78
Lithuania,LTU,2020-05-03,7.91,3.72,-1.6,2.5
Lithuania,LTU,2020-05-10,-5.48,1.33,-9.65,-7.77
Lithuania,LTU,2020-05-17,-8.61,-1.17,6.48,0.96
Lithuania,LTU,2020-05-24,-8.94,-15.44,-9.05,-0.91
Lithuania,LTU,2020-05-31,3.75,8.57,-7.51,-2.55
Lithuania,LTU,2020-06-07,11.44,-8.55,-3.04,-3.56
Lithuania,LTU,2020-06-14,17.16,15.45,7.86,20.64
Lithuania,LTU,2020-06-21,-1.96,14.5,4.81,12.27
Lithuania,LTU,2020-06-28,5.21,45.33,-0.18,9.73
Lithuania,LTU,2020-07-05,-5.81,8.21,1.63,-6.38
Lithuania,LTU,2020-07-12,4.93,0.16,0.81,-4.64
Lithuania,LTU,2020-07-19,-1.68,14.24,11.84,8.2
Lithuania,LTU,2020-07-26,-4.14,4.67,-4.83,8.21
Lithuania,LTU,2020-08-02,0,9.47,1.2,1.7
Lithuania,LTU,2020-08-09,-4.35,1.23,-1.62,10.16
Lithuania,LTU,2020-08-16,-2.48,25.8,4.63,5.05
Lithuania,LTU,2020-08-23,1.92,8.59,9.41,30.46
Lithuania,LTU,2020-08-30,4,9.68,-4.34,0.1
Lithuania,LTU,2020-09-06,4.45,13.98,-22.67,5.83
Lithuania,LTU,2020-09-13,17.75,14.73,7.07,1.27
Lithuania,LTU,2020-09-20,-1.05,-7.07,-4.9,18.67
Lithuania,LTU,2020-09-27,-2.58,25.19,-2.65,17.45
Lithuania,LTU,2020-10-04,-2.75,-9.43,-0.38,6.52
Lithuania,LTU,2020-10-11,-0.95,11.45,3.82,9.68
Lithuania,LTU,2020-10-18,8.74,12.43,-2.28,8.85
Lithuania,LTU,2020-10-25,-0.11,14.78,0.82,18.06
Lithuania,LTU,2020-11-01,-13.2,5.41,-10.13,8.17
Lithuania,LTU,2020-11-08,-2.67,26.74,9.5,37.37
Lithuania,LTU,2020-11-15,14.43,15.56,29.8,40.49
Lithuania,LTU,2020-11-22,29.87,35.89,47.55,62.63
Lithuania,LTU,2020-11-29,20,40.69,51.33,66.67
Lithuania,LTU,2020-12-06,55.72,61.15,54.64,67.1
Lithuania,LTU,2020-12-13,39.73,77.27,51.42,76.68
Lithuania,LTU,2020-12-20,27.92,74.86,105.75,79.49
Lithuania,LTU,2020-12-27,38.71,86.7,72.78,72.82
Lithuania,LTU,2021-01-03,33.44,59.12,56.07,50.25
Lithuania,LTU,2021-01-10,21.42,28.27,36.61,55.65
Luxembourg,LUX,2020-01-05,-31.82,-17.91,-26.92,-30.72
Luxembourg,LUX,2020-01-12,0,-43.75,14.17,-10.11
Luxembourg,LUX,2020-01-19,3.66,-10.45,8,3.77
Luxembourg,LUX,2020-01-26,-9.09,15.38,-4,-5.71
Luxembourg,LUX,2020-02-02,-26.83,-15.73,1.63,-10.05
Luxembourg,LUX,2020-02-09,23.19,-66.67,12,-4.52
Luxembourg,LUX,2020-02-16,-41.18,2.94,-30.46,-33.7
Luxembourg,LUX,2020-02-23,12.5,46.55,-17.39,-22.11
Luxembourg,LUX,2020-03-01,-12.7,-37.5,-22.48,-2.94
Luxembourg,LUX,2020-03-08,-6.67,-5.94,-6.02,-17.91
Luxembourg,LUX,2020-03-15,66.67,8.7,-7.08,-0.58
Luxembourg,LUX,2020-03-22,-68.35,19.05,31.58,10.47
Luxembourg,LUX,2020-03-29,25,-1.32,-0.76,65.66
Luxembourg,LUX,2020-04-05,-22.54,4.48,2.68,22.75
Luxembourg,LUX,2020-04-12,26.87,83.67,75.26,56.25
Luxembourg,LUX,2020-04-19,-24.66,13.21,16.38,29.25
Luxembourg,LUX,2020-04-26,13.21,-17.91,23.71,15.89
Luxembourg,LUX,2020-05-03,-34.78,-51.61,9.89,18.52
Luxembourg,LUX,2020-05-10,8.7,56.25,21.36,18.32
Luxembourg,LUX,2020-05-17,-7.69,10.17,-26.47,40.62
Luxembourg,LUX,2020-05-24,41.67,-19.35,-33.33,18.71
Luxembourg,LUX,2020-05-31,9.37,48.15,3.26,10.29
Luxembourg,LUX,2020-06-07,18.42,-14.06,-8.6,1.5
Luxembourg,LUX,2020-06-14,4.84,-37.5,-7.41,-8.09
Luxembourg,LUX,2020-06-21,19.72,0,15.85,27.05
Luxembourg,LUX,2020-06-28,4.84,66.67,-61.11,5.26
Luxembourg,LUX,2020-07-05,-45.95,25,-35.19,27.91
Luxembourg,LUX,2020-07-12,1.56,-38.36,-19.81,9.68
Luxembourg,LUX,2020-07-19,-1.52,60.38,-22.02,-7.69
Luxembourg,LUX,2020-07-26,-11.76,27.12,-16.67,-6.47
Luxembourg,LUX,2020-08-02,-4.76,17.19,27.66,27.91
Luxembourg,LUX,2020-08-09,51.52,-34.43,-5,56.03
Luxembourg,LUX,2020-08-16,7.69,-2.6,55.91,55.3
Luxembourg,LUX,2020-08-23,-28.57,69.81,13.1,-10.71
Luxembourg,LUX,2020-08-30,-5.17,-63.77,-41.67,13.64
Luxembourg,LUX,2020-09-06,-6.25,15.38,48.94,-7.28
Luxembourg,LUX,2020-09-13,-21.88,25,-27.93,20.3
Luxembourg,LUX,2020-09-20,39.34,49.12,16.67,26.98
Luxembourg,LUX,2020-09-27,-5.8,-7.14,-36.94,4.03
Luxembourg,LUX,2020-10-04,-31.51,-11.29,27.55,21.71
Luxembourg,LUX,2020-10-11,11.11,2.74,-45.38,-19.64
Luxembourg,LUX,2020-10-18,14.29,-33.33,18.28,34.48
Luxembourg,LUX,2020-10-25,-13.33,11.11,33.33,47.73
Luxembourg,LUX,2020-11-01,5.26,57.53,18.42,-5.03
Luxembourg,LUX,2020-11-08,1.35,37.68,27.19,55.06
Luxembourg,LUX,2020-11-15,40.35,-6.78,49.12,70.81
Luxembourg,LUX,2020-11-22,4.17,21.62,82.93,58.94
Luxembourg,LUX,2020-11-29,130.77,85.19,54.47,83.45
Luxembourg,LUX,2020-12-06,16.88,-4.11,72.73,46.15
Netherlands,NLD,2020-01-05,-12.69,3.53,-8.23,-4.86
Netherlands,NLD,2020-01-12,-0.05,0.19,8.86,-4.46
Netherlands,NLD,2020-01-19,-2.9,-2.18,-0.62,-7.58
Netherlands,NLD,2020-01-26,-19.51,2.22,-5.64,-11.36
Netherlands,NLD,2020-02-02,2.51,-2.98,-3.71,-7.6
Netherlands,NLD,2020-02-09,-9.74,0.44,0.13,-4.44
Netherlands,NLD,2020-02-16,-4.69,2.83,-3.95,-6.07
Netherlands,NLD,2020-02-23,-22.99,-8.98,-11.62,-11.58
Netherlands,NLD,2020-03-01,-6.51,-4.6,-2.48,-9.32
Netherlands,NLD,2020-03-08,-12.26,-4.74,-3.69,-8.64
Netherlands,NLD,2020-03-15,-8.36,-0.69,6.23,0.8
Netherlands,NLD,2020-03-22,1.38,24.62,24.73,15.46
Netherlands,NLD,2020-03-29,20.17,46.03,62.23,44.9
Netherlands,NLD,2020-04-05,20.47,62.11,88.99,89.97
Netherlands,NLD,2020-04-12,19.1,55.64,92.96,91.15
Netherlands,NLD,2020-04-19,4.75,30.84,60.3,74.02
Netherlands,NLD,2020-04-26,12.71,32.81,43.8,49
Netherlands,NLD,2020-05-03,13.35,15.79,28.81,27.68
Netherlands,NLD,2020-05-10,-4.74,7.61,12.4,7.01
Netherlands,NLD,2020-05-17,-2.49,0.36,-1.26,5.84
Netherlands,NLD,2020-05-24,-9.07,5.12,4.13,2.48
Netherlands,NLD,2020-05-31,-8.74,2.87,2.44,1.67
Netherlands,NLD,2020-06-07,-4.28,5.03,8.79,-3.14
Netherlands,NLD,2020-06-14,5.73,0.82,2.97,1.59
Netherlands,NLD,2020-06-21,-4.65,10.26,1.77,2.85
Netherlands,NLD,2020-06-28,-7.58,4.89,0.24,0.02
Netherlands,NLD,2020-07-05,-0.66,-4.44,-1.65,-5.43
Netherlands,NLD,2020-07-12,-1.78,2.62,-1.01,-1.02
Netherlands,NLD,2020-07-19,-9.61,-4.65,-3.05,-4.1
Netherlands,NLD,2020-07-26,-0.71,0.12,0.11,-1.43
Netherlands,NLD,2020-08-02,-5.68,0.08,8.23,2.84
Netherlands,NLD,2020-08-09,2.33,-1.07,1.94,-0.85
Netherlands,NLD,2020-08-16,17.49,21.71,19.91,32.65
Netherlands,NLD,2020-08-23,8.32,-3.19,15.97,12.04
Netherlands,NLD,2020-08-30,-13.33,8.4,2.85,12.87
Netherlands,NLD,2020-09-06,2.24,-5.25,9.68,6.24
